idx,lon,lat,day,night
115.79_39.55,115.79,39.55,22.0,222.0
115.79_39.54,115.79,39.54,97.0,274.0
115.79_39.53,115.79,39.53,22.0,624.0
115.79_39.52,115.79,39.52,79.0,140.0
115.79_39.51,115.79,39.51,0.0,33.0
116.02_39.61,116.02,39.61,257.0,996.0
116.02_39.63,116.02,39.63,0.0,66.0
116.56_40.08,116.56,40.08,7404.0,3290.0
116.56_40.09,116.56,40.09,5027.0,5734.0
116.02_39.67,116.02,39.67,184.0,264.0
116.82_40.08,116.82,40.08,467.0,135.0
116.82_40.07,116.82,40.07,1063.0,9.0
116.56_40.05,116.56,40.05,4551.0,4013.0
116.56_40.06,116.56,40.06,5378.0,4881.0
116.56_40.07,116.56,40.07,12417.0,517.0
116.82_40.03,116.82,40.03,2.0,11.0
116.56_40.01,116.56,40.01,3868.0,7155.0
116.56_40.02,116.56,40.02,2545.0,6098.0
116.56_40.03,116.56,40.03,310.0,1526.0
116.04_40.58,116.04,40.58,2.0,1.0
116.04_40.56,116.04,40.56,1.0,2.0
116.04_40.57,116.04,40.57,8.0,1.0
116.04_40.54,116.04,40.54,0.0,1.0
116.04_40.55,116.04,40.55,0.0,4.0
116.04_40.52,116.04,40.52,45.0,76.0
116.04_40.53,116.04,40.53,1.0,114.0
116.04_40.51,116.04,40.51,1.0,57.0
116.66_40.0,116.66,40.0,372.0,61.0
116.66_40.1,116.66,40.1,3699.0,4107.0
116.66_40.2,116.66,40.2,999.0,1259.0
116.66_40.3,116.66,40.3,304.0,418.0
116.66_40.4,116.66,40.4,943.0,9.0
116.66_40.5,116.66,40.5,0.0,2.0
115.89_39.6,115.89,39.6,8.0,353.0
116.66_40.7,116.66,40.7,1.0,3.0
115.89_39.8,115.89,39.8,23.0,5.0
116.1_40.59,116.1,40.59,1.0,30.0
117.07_40.27,117.07,40.27,238.0,565.0
117.07_40.26,117.07,40.26,13.0,375.0
117.07_40.22,117.07,40.22,1.0,250.0
117.07_40.21,117.07,40.21,2.0,59.0
117.07_40.29,117.07,40.29,8.0,182.0
117.07_40.28,117.07,40.28,170.0,562.0
116.3_39.49,116.3,39.49,26.0,553.0
116.67_40.04,116.67,40.04,780.0,4388.0
116.83_40.4,116.83,40.4,453.0,2168.0
116.67_40.06,116.67,40.06,663.0,158.0
116.83_40.6,116.83,40.6,0.0,1.0
116.83_40.1,116.83,40.1,2.0,231.0
116.67_40.01,116.67,40.01,758.0,76.0
116.67_40.02,116.67,40.02,1358.0,1109.0
116.83_40.2,116.83,40.2,6.0,172.0
116.67_40.08,116.67,40.08,723.0,1271.0
116.67_40.09,116.67,40.09,3989.0,928.0
116.44_40.09,116.44,40.09,412.0,3664.0
116.44_40.08,116.44,40.08,1727.0,20832.0
116.96_40.6,116.96,40.6,1.0,0.0
116.44_40.01,116.44,40.01,1536.0,1157.0
116.44_40.03,116.44,40.03,7042.0,7931.0
116.44_40.02,116.44,40.02,4579.0,5839.0
116.44_40.05,116.44,40.05,1133.0,1307.0
116.44_40.04,116.44,40.04,1365.0,278.0
116.44_40.07,116.44,40.07,3002.0,3492.0
116.44_40.06,116.44,40.06,326.0,1860.0
116.1_39.8,116.1,39.8,159.0,44.0
115.59_39.87,115.59,39.87,0.0,3.0
115.61_40.01,115.61,40.01,2.0,4.0
116.3_40.28,116.3,40.28,2.0,6.0
115.66_39.76,115.66,39.76,0.0,3.0
116.96_40.1,116.96,40.1,2.0,262.0
116.79_39.72,116.79,39.72,19.0,29.0
117.33_40.18,117.33,40.18,133.0,80.0
115.66_39.73,115.66,39.73,1.0,10.0
116.58_40.4,116.58,40.4,2.0,2.0
116.46_40.36,116.46,40.36,65.0,352.0
116.46_40.37,116.46,40.37,0.0,7.0
116.87_40.07,116.87,40.07,0.0,8.0
116.04_39.6,116.04,39.6,809.0,994.0
116.04_39.7,116.04,39.7,98.0,81.0
116.04_39.8,116.04,39.8,79.0,127.0
116.04_39.9,116.04,39.9,6.0,122.0
117.04_40.39,117.04,40.39,3.0,12.0
116.01_39.75,116.01,39.75,82.0,326.0
116.87_40.09,116.87,40.09,0.0,18.0
116.5_40.04,116.5,40.04,2667.0,10562.0
117.31_40.2,117.31,40.2,96.0,379.0
116.7_40.75,116.7,40.75,0.0,1.0
116.67_40.28,116.67,40.28,1099.0,3012.0
116.62_40.38,116.62,40.38,348.0,0.0
117.15_40.19,117.15,40.19,700.0,264.0
117.15_40.18,117.15,40.18,152.0,249.0
116.44_39.6,116.44,39.6,1.0,296.0
116.44_39.7,116.44,39.7,404.0,1328.0
117.15_40.13,117.15,40.13,150.0,289.0
116.44_39.9,116.44,39.9,17883.0,18717.0
116.62_40.32,116.62,40.32,4480.0,4541.0
116.62_40.33,116.62,40.33,2137.0,1901.0
116.62_40.34,116.62,40.34,905.0,116.0
117.15_40.16,117.15,40.16,99.0,1099.0
117.15_40.15,117.15,40.15,58.0,4.0
117.15_40.14,117.15,40.14,78.0,244.0
115.83_40.04,115.83,40.04,3.0,0.0
117.25_40.18,117.25,40.18,221.0,677.0
117.25_40.19,117.25,40.19,1.0,1.0
115.61_39.94,115.61,39.94,384.0,45.0
115.61_39.95,115.61,39.95,43.0,53.0
117.25_40.12,117.25,40.12,1.0,55.0
116.62_41.0,116.62,41.0,1.0,12.0
117.25_40.16,117.25,40.16,8.0,235.0
117.25_40.17,117.25,40.17,5.0,96.0
117.25_40.14,117.25,40.14,4.0,82.0
117.25_40.15,117.25,40.15,5.0,2.0
116.69_39.73,116.69,39.73,83.0,896.0
116.69_39.72,116.69,39.72,740.0,230.0
116.69_39.71,116.69,39.71,210.0,845.0
116.08_40.28,116.08,40.28,221.0,193.0
116.62_39.89,116.62,39.89,677.0,1029.0
116.69_39.76,116.69,39.76,704.0,3497.0
116.69_39.75,116.69,39.75,10.0,206.0
116.69_39.74,116.69,39.74,557.0,77.0
116.08_40.23,116.08,40.23,244.0,1534.0
116.08_40.22,116.08,40.22,27.0,21.0
116.69_39.79,116.69,39.79,911.0,2505.0
116.69_39.78,116.69,39.78,1018.0,675.0
116.62_39.81,116.62,39.81,122.0,473.0
116.08_40.26,116.08,40.26,18.0,40.0
116.62_39.83,116.62,39.83,2476.0,341.0
116.62_39.82,116.62,39.82,394.0,1065.0
115.92_39.63,115.92,39.63,156.0,116.0
116.05_40.34,116.05,40.34,168.0,46.0
115.92_39.61,115.92,39.61,166.0,1115.0
116.05_40.31,116.05,40.31,5.0,19.0
115.92_39.66,115.92,39.66,108.0,246.0
115.92_39.65,115.92,39.65,118.0,310.0
115.92_39.64,115.92,39.64,315.0,1280.0
115.92_39.69,115.92,39.69,15.0,5.0
115.92_39.68,115.92,39.68,60.0,3.0
115.96_39.69,115.96,39.69,57.0,2.0
115.96_39.68,115.96,39.68,119.0,106.0
115.96_39.67,115.96,39.67,4.0,95.0
115.96_39.66,115.96,39.66,113.0,87.0
115.96_39.65,115.96,39.65,159.0,962.0
115.96_39.64,115.96,39.64,22.0,20.0
115.96_39.63,115.96,39.63,93.0,1065.0
115.96_39.62,115.96,39.62,159.0,519.0
115.96_39.61,115.96,39.61,260.0,446.0
116.6_40.3,116.6,40.3,444.0,468.0
116.72_40.43,116.72,40.43,5.0,19.0
116.6_40.1,116.6,40.1,4422.0,0.0
116.6_40.0,116.6,40.0,1578.0,5633.0
116.72_40.46,116.72,40.46,1.0,10.0
116.72_40.44,116.72,40.44,0.0,10.0
116.72_40.45,116.72,40.45,22.0,67.0
116.78_39.75,116.78,39.75,84.0,329.0
116.64_39.99,116.64,39.99,159.0,42.0
116.78_39.77,116.78,39.77,2259.0,2713.0
116.15_40.53,116.15,40.53,107.0,243.0
116.78_39.71,116.78,39.71,1587.0,2686.0
116.15_40.55,116.15,40.55,3.0,35.0
116.15_40.56,116.15,40.56,16.0,224.0
116.74_39.69,116.74,39.69,25.0,269.0
116.15_40.58,116.15,40.58,9.0,0.0
116.64_39.91,116.64,39.91,22491.0,17117.0
116.64_39.92,116.64,39.92,8024.0,9889.0
116.64_39.93,116.64,39.93,1104.0,3379.0
116.74_39.62,116.74,39.62,2289.0,678.0
116.64_39.95,116.64,39.95,2605.0,51.0
116.64_39.96,116.64,39.96,5.0,23.0
116.64_39.97,116.64,39.97,69.0,78.0
117.21_40.18,117.21,40.18,3.0,165.0
117.21_40.19,117.21,40.19,9.0,360.0
117.21_40.16,117.21,40.16,9.0,8.0
116.02_40.49,116.02,40.49,54.0,125.0
116.02_40.48,116.02,40.48,167.0,594.0
116.61_40.18,116.61,40.18,757.0,947.0
116.02_40.43,116.02,40.43,424.0,332.0
116.02_40.42,116.02,40.42,219.0,177.0
116.02_40.41,116.02,40.41,310.0,358.0
116.02_40.47,116.02,40.47,27.0,148.0
116.02_40.46,116.02,40.46,21.0,107.0
116.02_40.45,116.02,40.45,41.0,107.0
116.02_40.44,116.02,40.44,609.0,113.0
115.89_40.45,115.89,40.45,49.0,0.0
116.98_40.19,116.98,40.19,6.0,21.0
116.98_40.18,116.98,40.18,0.0,11.0
116.27_39.59,116.27,39.59,189.0,715.0
116.27_39.58,116.27,39.58,40.0,97.0
116.98_40.15,116.98,40.15,33.0,19.0
116.98_40.14,116.98,40.14,24.0,367.0
116.98_40.17,116.98,40.17,81.0,788.0
116.98_40.16,116.98,40.16,75.0,875.0
116.98_40.11,116.98,40.11,2.0,167.0
116.27_39.52,116.27,39.52,7.0,279.0
116.27_39.51,116.27,39.51,3.0,21.0
116.98_40.12,116.98,40.12,3.0,155.0
116.33_39.47,116.33,39.47,66.0,319.0
116.33_39.46,116.33,39.46,0.0,53.0
116.33_39.49,116.33,39.49,194.0,12.0
116.33_39.48,116.33,39.48,48.0,5.0
117.2_40.65,117.2,40.65,27.0,82.0
115.72_40.1,115.72,40.1,1.0,0.0
117.2_40.64,117.2,40.64,3.0,6.0
115.89_40.49,115.89,40.49,4.0,45.0
116.32_40.44,116.32,40.44,6.0,8.0
116.32_40.42,116.32,40.42,0.0,14.0
116.32_40.41,116.32,40.41,66.0,35.0
117.08_40.65,117.08,40.65,1.0,13.0
116.99_40.09,116.99,40.09,4.0,40.0
116.99_40.08,116.99,40.08,12.0,369.0
116.99_40.07,116.99,40.07,5.0,79.0
116.99_40.06,116.99,40.06,91.0,14.0
116.99_40.05,116.99,40.05,336.0,111.0
116.99_40.04,116.99,40.04,1458.0,2.0
116.51_40.11,116.51,40.11,369.0,91.0
116.57_40.18,116.57,40.18,308.0,0.0
116.7_40.45,116.7,40.45,73.0,177.0
116.7_40.44,116.7,40.44,38.0,153.0
116.57_40.11,116.57,40.11,410.0,62.0
116.7_40.41,116.7,40.41,54.0,13.0
116.57_40.17,116.57,40.17,171.0,10.0
116.57_40.14,116.57,40.14,1014.0,65.0
116.57_40.15,116.57,40.15,477.0,2840.0
116.4_40.42,116.4,40.42,2.0,0.0
116.17_39.71,116.17,39.71,3834.0,52.0
116.17_39.72,116.17,39.72,1822.0,328.0
116.17_39.73,116.17,39.73,1440.0,43.0
116.31_39.49,116.31,39.49,12.0,445.0
116.17_39.75,116.17,39.75,4152.0,3950.0
116.17_39.76,116.17,39.76,519.0,3569.0
116.17_39.77,116.17,39.77,1570.0,4283.0
116.17_39.78,116.17,39.78,898.0,2404.0
116.17_39.79,116.17,39.79,144.0,10.0
117.22_40.66,117.22,40.66,18.0,31.0
116.4_40.49,116.4,40.49,1.0,3.0
117.22_40.61,117.22,40.61,4.0,61.0
116.92_40.46,116.92,40.46,5.0,7.0
115.81_40.5,115.81,40.5,94.0,0.0
117.23_40.33,117.23,40.33,48.0,20.0
116.51_40.18,116.51,40.18,348.0,224.0
116.6_40.73,116.6,40.73,0.0,11.0
116.65_40.1,116.65,40.1,9145.0,218.0
116.65_40.0,116.65,40.0,289.0,556.0
116.65_40.3,116.65,40.3,468.0,1296.0
116.53_39.99,116.53,39.99,1143.0,5221.0
116.65_40.4,116.65,40.4,460.0,10.0
116.65_40.7,116.65,40.7,37.0,13.0
116.53_39.92,116.53,39.92,17033.0,15367.0
116.53_39.93,116.53,39.93,6242.0,9325.0
116.53_39.91,116.53,39.91,13214.0,1998.0
116.53_39.96,116.53,39.96,2799.0,12766.0
116.53_39.97,116.53,39.97,2785.0,8194.0
116.53_39.94,116.53,39.94,2542.0,14326.0
116.53_39.95,116.53,39.95,2392.0,3379.0
117.23_40.35,117.23,40.35,0.0,9.0
116.05_40.57,116.05,40.57,0.0,23.0
116.48_40.08,116.48,40.08,463.0,110.0
116.82_40.18,116.82,40.18,24.0,3.0
116.72_40.42,116.72,40.42,67.0,2.0
116.63_40.86,116.63,40.86,0.0,12.0
116.63_40.88,116.63,40.88,0.0,3.0
116.63_40.89,116.63,40.89,0.0,1.0
116.7_39.67,116.7,39.67,1500.0,6.0
116.7_39.66,116.7,39.66,239.0,508.0
116.7_39.65,116.7,39.65,4.0,13.0
116.7_39.64,116.7,39.64,5.0,11.0
116.7_39.63,116.7,39.63,26.0,241.0
116.7_39.62,116.7,39.62,1.0,62.0
116.7_39.61,116.7,39.61,9.0,574.0
116.7_39.69,116.7,39.69,431.0,841.0
116.7_39.68,116.7,39.68,1081.0,26.0
116.97_40.58,116.97,40.58,2.0,11.0
116.97_40.59,116.97,40.59,0.0,6.0
116.97_40.56,116.97,40.56,50.0,4.0
116.97_40.57,116.97,40.57,470.0,42.0
116.77_40.36,116.77,40.36,182.0,41.0
116.77_40.37,116.77,40.37,70.0,165.0
116.77_40.34,116.77,40.34,100.0,202.0
116.77_40.35,116.77,40.35,53.0,54.0
116.77_40.32,116.77,40.32,207.0,5.0
116.77_40.33,116.77,40.33,30.0,5.0
116.71_40.11,116.71,40.11,3.0,0.0
116.77_40.31,116.77,40.31,24.0,114.0
116.77_40.38,116.77,40.38,13.0,287.0
116.77_40.39,116.77,40.39,101.0,11.0
116.6_40.76,116.6,40.76,0.0,2.0
116.38_40.75,116.38,40.75,13.0,0.0
117.04_40.06,117.04,40.06,95.0,221.0
116.72_40.41,116.72,40.41,0.0,1.0
116.19_39.88,116.19,39.88,89.0,22.0
116.37_39.68,116.37,39.68,90.0,104.0
116.94_40.36,116.94,40.36,0.0,1.0
116.46_39.76,116.46,39.76,1164.0,1166.0
116.23_40.26,116.23,40.26,125.0,499.0
116.46_39.74,116.46,39.74,1058.0,823.0
116.46_39.75,116.46,39.75,381.0,276.0
116.46_39.72,116.46,39.72,3664.0,3364.0
116.46_39.73,116.46,39.73,1056.0,788.0
116.46_39.71,116.46,39.71,2241.0,897.0
116.46_39.78,116.46,39.78,16.0,8.0
116.46_39.79,116.46,39.79,500.0,936.0
116.54_40.03,116.54,40.03,1127.0,6599.0
116.72_39.88,116.72,39.88,831.0,527.0
115.76_39.88,115.76,39.88,3.0,6.0
116.72_39.82,116.72,39.82,725.0,651.0
116.72_39.83,116.72,39.83,467.0,3537.0
116.72_39.81,116.72,39.81,814.0,618.0
116.72_39.86,116.72,39.86,5235.0,256.0
116.72_39.87,116.72,39.87,2125.0,83.0
116.72_39.84,116.72,39.84,1460.0,490.0
116.72_39.85,116.72,39.85,6835.0,391.0
116.8_40.08,116.8,40.08,36.0,36.0
116.8_40.09,116.8,40.09,25.0,94.0
116.8_40.03,116.8,40.03,48.0,203.0
116.8_40.06,116.8,40.06,108.0,216.0
116.8_40.07,116.8,40.07,26.0,368.0
116.8_40.04,116.8,40.04,506.0,646.0
116.8_40.05,116.8,40.05,93.0,250.0
116.35_40.18,116.35,40.18,119.0,30.0
116.35_40.19,116.35,40.19,9.0,11.0
116.35_40.16,116.35,40.16,477.0,3.0
116.35_40.17,116.35,40.17,349.0,74.0
116.35_40.14,116.35,40.14,58.0,291.0
116.35_40.15,116.35,40.15,2.0,63.0
116.35_40.12,116.35,40.12,939.0,2806.0
116.35_40.13,116.35,40.13,54.0,294.0
116.35_40.11,116.35,40.11,482.0,6069.0
116.02_39.99,116.02,39.99,1.0,1.0
117.04_40.08,117.04,40.08,86.0,64.0
116.16_39.81,116.16,39.81,7069.0,7679.0
116.16_39.82,116.16,39.82,237.0,1778.0
116.16_39.83,116.16,39.83,576.0,233.0
116.16_39.84,116.16,39.84,207.0,453.0
116.16_39.85,116.16,39.85,296.0,895.0
116.16_39.86,116.16,39.86,1676.0,1607.0
116.16_39.87,116.16,39.87,1506.0,2283.0
116.16_39.88,116.16,39.88,563.0,275.0
116.16_39.89,116.16,39.89,513.0,2636.0
115.49_39.94,115.49,39.94,0.0,4.0
115.49_39.95,115.49,39.95,16.0,6.0
117.18_40.69,117.18,40.69,2.0,4.0
117.04_40.09,117.04,40.09,7.0,306.0
116.29_39.5,116.29,39.5,864.0,46.0
116.29_39.7,116.29,39.7,1138.0,7382.0
116.29_39.6,116.29,39.6,2.0,128.0
116.29_39.9,116.29,39.9,9522.0,7257.0
116.29_39.8,116.29,39.8,536.0,335.0
116.02_39.91,116.02,39.91,9.0,20.0
117.0_40.43,117.0,40.43,9.0,114.0
117.0_40.42,117.0,40.42,1.0,3.0
115.76_39.56,115.76,39.56,7.0,248.0
117.0_40.46,117.0,40.46,9.0,16.0
117.0_40.45,117.0,40.45,5.0,38.0
117.0_40.44,117.0,40.44,8.0,5.0
116.54_40.04,116.54,40.04,1312.0,2086.0
116.78_40.39,116.78,40.39,120.0,145.0
116.78_40.38,116.78,40.38,27.0,66.0
115.58_39.81,115.58,39.81,5.0,0.0
115.58_39.87,115.58,39.87,0.0,4.0
116.78_40.31,116.78,40.31,10.0,178.0
116.78_40.33,116.78,40.33,1540.0,0.0
116.78_40.32,116.78,40.32,1295.0,408.0
116.78_40.35,116.78,40.35,761.0,1445.0
116.78_40.34,116.78,40.34,300.0,2208.0
116.78_40.37,116.78,40.37,18.0,218.0
116.78_40.36,116.78,40.36,496.0,1214.0
116.26_39.5,116.26,39.5,0.0,14.0
116.36_40.55,116.36,40.55,2.0,8.0
116.36_40.54,116.36,40.54,2.0,20.0
116.82_40.25,116.82,40.25,3.0,132.0
116.73_40.14,116.73,40.14,297.0,424.0
116.56_40.28,116.56,40.28,218.0,1.0
116.56_40.29,116.56,40.29,62.0,10.0
116.82_40.21,116.82,40.21,8.0,15.0
116.82_40.23,116.82,40.23,5.0,6.0
116.26_39.9,116.26,39.9,12659.0,12764.0
116.56_40.22,116.56,40.22,216.0,1326.0
116.56_40.23,116.56,40.23,38.0,339.0
116.56_40.21,116.56,40.21,365.0,1469.0
116.56_40.26,116.56,40.26,19.0,36.0
116.82_40.28,116.82,40.28,3.0,156.0
116.56_40.24,116.56,40.24,16.0,9.0
116.56_40.25,116.56,40.25,15.0,258.0
116.27_40.13,116.27,40.13,1546.0,3288.0
116.27_40.12,116.27,40.12,1757.0,4850.0
116.27_40.11,116.27,40.11,1071.0,28331.0
116.27_40.17,116.27,40.17,861.0,710.0
116.27_40.16,116.27,40.16,755.0,2803.0
116.27_40.15,116.27,40.15,3452.0,2268.0
116.27_40.14,116.27,40.14,1325.0,4730.0
116.27_40.19,116.27,40.19,1168.0,713.0
116.74_40.25,116.74,40.25,20.0,15.0
116.74_40.28,116.74,40.28,5.0,14.0
116.4_40.19,116.4,40.19,235.0,1273.0
116.74_40.29,116.74,40.29,6.0,8.0
116.19_40.36,116.19,40.36,0.0,3.0
116.4_40.18,116.4,40.18,800.0,2890.0
116.7_40.36,116.7,40.36,131.0,3.0
116.7_40.37,116.7,40.37,394.0,753.0
116.7_40.31,116.7,40.31,19.0,123.0
116.4_39.68,116.4,39.68,683.0,44.0
116.4_39.69,116.4,39.69,1171.0,247.0
116.4_39.64,116.4,39.64,12.0,11.0
116.4_39.65,116.4,39.65,72.0,62.0
116.4_39.66,116.4,39.66,272.0,370.0
116.4_39.67,116.4,39.67,514.0,107.0
116.4_39.61,116.4,39.61,105.0,959.0
116.4_39.62,116.4,39.62,158.0,356.0
116.4_39.63,116.4,39.63,574.0,270.0
116.57_40.69,116.57,40.69,28.0,35.0
116.57_40.68,116.57,40.68,1.0,4.0
116.7_40.38,116.7,40.38,65.0,492.0
116.67_40.05,116.67,40.05,343.0,796.0
116.7_40.39,116.7,40.39,28.0,465.0
117.11_40.17,117.11,40.17,294.0,1066.0
117.11_40.16,117.11,40.16,3501.0,5762.0
117.11_40.15,117.11,40.15,8244.0,11981.0
117.11_40.14,117.11,40.14,14849.0,12222.0
117.11_40.13,117.11,40.13,4062.0,8696.0
117.11_40.12,117.11,40.12,423.0,527.0
117.11_40.11,117.11,40.11,1383.0,1609.0
116.48_39.99,116.48,39.99,25499.0,7701.0
117.11_40.19,117.11,40.19,73.0,570.0
117.11_40.18,117.11,40.18,118.0,208.0
116.67_40.22,116.67,40.22,481.0,2805.0
116.67_40.23,116.67,40.23,45.0,246.0
116.67_40.21,116.67,40.21,503.0,663.0
116.67_40.26,116.67,40.26,9.0,200.0
116.41_39.89,116.41,39.89,20438.0,10061.0
116.67_40.24,116.67,40.24,38.0,77.0
116.67_40.25,116.67,40.25,9.0,12.0
116.41_39.84,116.41,39.84,11878.0,27651.0
116.41_39.85,116.41,39.85,7525.0,20653.0
116.91_40.4,116.91,40.4,110.0,201.0
116.67_40.29,116.67,40.29,3093.0,1356.0
116.91_40.2,116.91,40.2,10.0,293.0
117.01_40.11,117.01,40.11,80.0,186.0
116.41_39.82,116.41,39.82,2551.0,10734.0
117.01_40.13,117.01,40.13,94.0,844.0
116.37_40.89,116.37,40.89,0.0,3.0
116.37_40.88,116.37,40.88,0.0,2.0
116.46_40.58,116.46,40.58,0.0,1.0
116.94_40.4,116.94,40.4,19.0,8.0
116.94_40.1,116.94,40.1,0.0,11.0
116.94_40.3,116.94,40.3,0.0,4.0
116.46_40.57,116.46,40.57,4.0,9.0
117.07_40.09,117.07,40.09,38.0,45.0
117.07_40.08,117.07,40.08,2.0,97.0
117.07_40.07,117.07,40.07,6.0,81.0
115.86_40.37,115.86,40.37,0.0,1.0
115.86_40.39,115.86,40.39,0.0,1.0
115.86_40.38,115.86,40.38,14.0,410.0
116.35_39.85,116.35,39.85,5554.0,6262.0
116.35_39.84,116.35,39.84,8003.0,14773.0
116.35_39.87,116.35,39.87,14382.0,6186.0
116.35_39.86,116.35,39.86,5686.0,6371.0
116.35_39.81,116.35,39.81,6931.0,2980.0
116.35_39.83,116.35,39.83,3471.0,2611.0
116.35_39.82,116.35,39.82,2414.0,3742.0
115.51_39.93,115.51,39.93,5.0,3.0
116.35_39.89,116.35,39.89,29774.0,12282.0
116.35_39.88,116.35,39.88,23390.0,23092.0
116.37_39.48,116.37,39.48,1.0,0.0
115.98_39.61,115.98,39.61,20.0,10.0
116.62_40.16,116.62,40.16,713.0,174.0
116.62_40.17,116.62,40.17,1788.0,283.0
116.62_40.14,116.62,40.14,2383.0,4303.0
116.62_40.15,116.62,40.15,310.0,906.0
116.62_40.12,116.62,40.12,863.0,237.0
116.62_40.13,116.62,40.13,4914.0,3515.0
117.15_40.37,117.15,40.37,10.0,15.0
116.62_40.11,116.62,40.11,965.0,420.0
117.15_40.38,117.15,40.38,1.0,5.0
116.49_39.62,116.49,39.62,1635.0,1889.0
116.62_40.18,116.62,40.18,492.0,24.0
116.62_40.19,116.62,40.19,22.0,11.0
116.65_39.88,116.65,39.88,2334.0,6990.0
116.65_39.89,116.65,39.89,19496.0,10353.0
116.65_39.86,116.65,39.86,1539.0,2258.0
116.65_39.87,116.65,39.87,1557.0,3770.0
116.65_39.84,116.65,39.84,981.0,249.0
116.65_39.85,116.65,39.85,762.0,1174.0
116.65_39.82,116.65,39.82,57.0,27.0
116.65_39.83,116.65,39.83,1528.0,1602.0
116.65_39.81,116.65,39.81,211.0,817.0
116.19_40.34,116.19,40.34,10.0,206.0
116.08_40.02,116.08,40.02,0.0,1.0
116.08_40.07,116.08,40.07,2.0,6.0
116.08_40.06,116.08,40.06,0.0,5.0
116.08_40.09,116.08,40.09,132.0,106.0
116.08_40.08,116.08,40.08,40.0,2.0
116.05_40.53,116.05,40.53,1.0,71.0
116.05_40.52,116.05,40.52,5.0,30.0
116.05_40.51,116.05,40.51,2.0,103.0
116.14_40.1,116.14,40.1,616.0,1331.0
116.05_40.56,116.05,40.56,0.0,33.0
116.05_40.55,116.05,40.55,22.0,367.0
116.14_40.2,116.14,40.2,138.0,566.0
116.05_40.58,116.05,40.58,4.0,46.0
116.72_40.28,116.72,40.28,12.0,30.0
116.72_40.29,116.72,40.29,12.0,93.0
116.72_40.21,116.72,40.21,578.0,1716.0
116.72_40.22,116.72,40.22,142.0,513.0
116.72_40.23,116.72,40.23,77.0,223.0
116.72_40.24,116.72,40.24,154.0,123.0
116.72_40.25,116.72,40.25,33.0,285.0
116.72_40.26,116.72,40.26,24.0,22.0
116.72_40.27,116.72,40.27,1.0,1.0
115.99_40.48,115.99,40.48,555.0,111.0
115.99_40.49,115.99,40.49,71.0,285.0
115.99_40.42,115.99,40.42,4.0,26.0
115.99_40.43,115.99,40.43,11.0,20.0
115.99_40.41,115.99,40.41,5.0,26.0
115.99_40.46,115.99,40.46,2636.0,5059.0
115.99_40.47,115.99,40.47,3546.0,2386.0
115.99_40.44,115.99,40.44,199.0,1745.0
115.99_40.45,115.99,40.45,3291.0,556.0
116.74_39.84,116.74,39.84,452.0,680.0
116.74_39.85,116.74,39.85,630.0,1554.0
116.74_39.86,116.74,39.86,187.0,83.0
116.74_39.87,116.74,39.87,100.0,231.0
116.74_39.81,116.74,39.81,10.0,5.0
116.74_39.82,116.74,39.82,138.0,45.0
116.74_39.83,116.74,39.83,139.0,260.0
116.74_39.88,116.74,39.88,332.0,218.0
116.74_39.89,116.74,39.89,305.0,800.0
115.97_39.8,115.97,39.8,90.0,475.0
116.5_40.68,116.5,40.68,0.0,3.0
115.97_39.7,115.97,39.7,1356.0,4059.0
115.97_39.6,115.97,39.6,186.0,768.0
116.79_40.54,116.79,40.54,1.0,0.0
117.03_40.51,117.03,40.51,0.0,9.0
117.03_40.56,117.03,40.56,2.0,38.0
117.03_40.57,117.03,40.57,0.0,33.0
116.27_39.75,116.27,39.75,2777.0,1051.0
116.27_39.74,116.27,39.74,4155.0,671.0
116.27_39.77,116.27,39.77,3016.0,831.0
116.27_39.76,116.27,39.76,4143.0,2878.0
116.27_39.71,116.27,39.71,576.0,1421.0
116.33_39.68,116.33,39.68,1504.0,65.0
116.27_39.73,116.27,39.73,1972.0,890.0
116.27_39.72,116.27,39.72,1711.0,8989.0
116.33_39.65,116.33,39.65,132.0,7.0
116.33_39.64,116.33,39.64,159.0,23.0
116.33_39.67,116.33,39.67,1004.0,253.0
116.33_39.66,116.33,39.66,537.0,9.0
116.33_39.61,116.33,39.61,289.0,498.0
116.27_39.78,116.27,39.78,1899.0,4896.0
116.33_39.63,116.33,39.63,139.0,194.0
116.33_39.62,116.33,39.62,73.0,496.0
116.18_39.91,116.18,39.91,12602.0,18221.0
116.18_39.93,116.18,39.93,9045.0,19403.0
116.18_39.92,116.18,39.92,7695.0,8892.0
116.18_39.95,116.18,39.95,1335.0,1628.0
116.18_39.94,116.18,39.94,5845.0,914.0
116.18_39.97,116.18,39.97,11.0,6.0
116.18_39.96,116.18,39.96,432.0,33.0
116.18_39.99,116.18,39.99,64.0,0.0
116.18_39.98,116.18,39.98,3.0,1.0
116.73_40.31,116.73,40.31,1.0,397.0
115.93_40.18,115.93,40.18,1.0,3.0
116.52_40.3,116.52,40.3,0.0,4.0
115.93_40.17,115.93,40.17,3.0,1.0
117.11_40.33,117.11,40.33,2.0,79.0
117.11_40.32,117.11,40.32,32.0,454.0
116.07_39.97,116.07,39.97,70.0,7.0
116.42_39.6,116.42,39.6,3.0,80.0
116.42_39.7,116.42,39.7,1442.0,365.0
115.99_39.62,115.99,39.62,100.0,1235.0
115.99_39.63,115.99,39.63,9.0,818.0
115.99_39.64,115.99,39.64,27.0,17.0
115.99_39.65,115.99,39.65,42.0,165.0
115.99_39.66,115.99,39.66,259.0,923.0
